 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,Median,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr
276,Goldenapple,2208,255,0,255,255,255,56.467,49.298,56.467,49.298,400,0,99,100,100,53.552,52.497,176.533,0.173,141.421,255,22.080,1,0,0,135,100,1.020,0.980,1.000,255,255
277,Goldenapple,2194,255,0,255,255,255,56.738,49.103,56.738,49.103,400,0,99,100,100,53.274,52.436,2.405,0.172,141.421,255,21.940,1,0,0,135,100,1.016,0.984,1.000,255,255
278,Goldenapple,2192,255,0,255,255,255,56.785,49.444,56.785,49.444,400,0,99,100,100,53.171,52.490,179.996,0.172,141.421,255,21.920,1,0,0,135,100,1.013,0.987,1.000,255,255
279,Goldenapple,2196,255,0,255,255,255,56.860,49.355,56.860,49.355,400,0,99,100,100,53.162,52.595,176.099,0.172,141.421,255,21.960,1,0,0,135,100,1.011,0.989,1.000,255,255
280,Goldenapple,2158,255,0,255,255,255,53.789,49.407,53.789,49.407,400,0,99,100,100,52.922,51.919,3.698,0.169,141.421,255,21.580,1,0,0,135,100,1.019,0.981,1.000,255,255
281,Goldenapple,2157,255,0,255,255,255,53.840,49.539,53.840,49.539,400,0,99,100,100,52.835,51.981,0.982,0.169,141.421,255,21.570,1,0,0,135,100,1.016,0.984,1.000,255,255
282,Goldenapple,2136,255,0,255,255,255,54.115,49.656,54.115,49.656,400,0,99,100,100,52.509,51.794,178.196,0.168,141.421,255,21.360,1,0,0,135,100,1.014,0.986,1.000,255,255
283,Goldenapple,2131,255,0,255,255,255,54.426,49.577,54.426,49.577,400,0,99,100,100,52.373,51.807,173.760,0.167,141.421,255,21.310,1,0,0,135,100,1.011,0.989,1.000,255,255
284,Goldenapple,2116,255,0,255,255,255,54.809,49.649,54.809,49.649,400,0,99,100,100,52.155,51.657,163.984,0.166,141.421,255,21.160,1,0,0,135,100,1.010,0.990,1.000,255,255
285,Goldenapple,2122,255,0,255,255,255,54.803,49.745,54.803,49.745,400,0,99,100,100,52.230,51.729,171.196,0.167,141.421,255,21.220,1,0,0,135,100,1.010,0.990,1.000,255,255
286,Goldenapple,2073,255,0,255,255,255,55.070,49.866,55.070,49.866,400,0,99,100,100,51.697,51.056,152.179,0.163,141.421,255,20.730,1,0,0,135,100,1.013,0.988,1.000,255,255
287,Goldenapple,2083,255,0,255,255,255,55.265,49.799,55.265,49.799,400,0,99,100,100,51.801,51.199,132.422,0.164,141.421,255,20.830,1,0,0,135,100,1.012,0.988,1.000,255,255
288,Goldenapple,2071,255,0,255,255,255,55.154,49.513,55.154,49.513,400,0,99,100,100,51.760,50.944,135.726,0.163,141.421,255,20.710,1,0,0,135,100,1.016,0.984,1.000,255,255
289,Goldenapple,2218,255,0,255,255,255,53.132,47.607,53.132,47.607,400,0,99,100,100,53.425,52.860,144.631,0.174,141.421,255,22.180,1,0,0,135,100,1.011,0.989,1.000,255,255
290,Goldenapple,2069,255,0,255,255,255,52.391,49.624,52.391,49.624,400,0,99,100,100,51.639,51.014,154.892,0.162,141.421,255,20.690,1,0,0,135,100,1.012,0.988,1.000,255,255
291,Goldenapple,2065,255,0,255,255,255,53.054,49.914,53.054,49.914,400,0,99,100,100,51.558,50.995,150.654,0.162,141.421,255,20.650,1,0,0,135,100,1.011,0.989,1.000,255,255
292,Goldenapple,2068,255,0,255,255,255,53.410,50.002,53.410,50.002,400,0,99,100,100,51.472,51.156,163.265,0.162,141.421,255,20.680,1,0,0,135,100,1.006,0.994,1.000,255,255
293,Goldenapple,2082,255,0,255,255,255,53.792,50.223,53.792,50.223,400,0,99,100,100,51.637,51.337,0.071,0.164,141.421,255,20.820,1,0,0,135,100,1.006,0.994,1.000,255,255
294,Goldenapple,2069,255,0,255,255,255,54.441,50.311,54.441,50.311,400,0,99,100,100,51.499,51.153,6.056,0.162,141.421,255,20.690,1,0,0,135,100,1.007,0.993,1.000,255,255
295,Goldenapple,2091,255,0,255,255,255,55.016,50.357,55.016,50.357,400,0,99,100,100,51.810,51.387,15.818,0.164,141.421,255,20.910,1,0,0,135,100,1.008,0.992,1.000,255,255
296,Goldenapple,2103,255,0,255,255,255,55.617,50.820,55.617,50.820,400,0,99,100,100,51.901,51.591,29.930,0.165,141.421,255,21.030,1,0,0,135,100,1.006,0.994,1.000,255,255
297,Goldenapple,2111,255,0,255,255,255,55.945,51.090,55.945,51.090,400,0,99,100,100,52.039,51.650,41.069,0.166,141.421,255,21.110,1,0,0,135,100,1.008,0.993,1.000,255,255
298,Goldenapple,2114,255,0,255,255,255,52.481,51.142,52.481,51.142,400,0,99,100,100,52.317,51.449,21.409,0.166,141.421,255,21.140,1,0,0,135,100,1.017,0.983,1.000,255,255
299,Goldenapple,2109,255,0,255,255,255,52.910,51.215,52.910,51.215,400,0,99,100,100,52.215,51.427,24.753,0.166,141.421,255,21.090,1,0,0,135,100,1.015,0.985,1.000,255,255
300,Goldenapple,2120,255,0,255,255,255,53.235,51.133,53.235,51.133,400,0,99,100,100,52.343,51.568,26.286,0.167,141.421,255,21.200,1,0,0,135,100,1.015,0.985,1.000,255,255
301,Goldenapple,2105,255,0,255,255,255,53.763,51.239,53.763,51.239,400,0,99,100,100,52.070,51.472,32.251,0.165,141.421,255,21.050,1,0,0,135,100,1.012,0.989,1.000,255,255
302,Goldenapple,2114,255,0,255,255,255,54.010,51.123,54.010,51.123,400,0,99,100,100,52.242,51.522,32.382,0.166,141.421,255,21.140,1,0,0,135,100,1.014,0.986,1.000,255,255
303,Goldenapple,2135,255,0,255,255,255,54.389,51.093,54.389,51.093,400,0,99,100,100,52.295,51.981,20.594,0.168,141.421,255,21.350,1,0,0,135,100,1.006,0.994,1.000,255,255
304,Goldenapple,2116,255,0,255,255,255,54.771,51.241,54.771,51.241,400,0,99,100,100,52.053,51.758,36.177,0.166,141.421,255,21.160,1,0,0,135,100,1.006,0.994,1.000,255,255
305,Goldenapple,2132,255,0,255,255,255,51.590,51.218,51.590,51.218,400,0,99,100,100,52.582,51.625,20.597,0.167,141.421,255,21.320,1,0,0,135,100,1.019,0.982,1.000,255,255
306,Goldenapple,2124,255,0,255,255,255,52.111,51.350,52.111,51.350,400,0,99,100,100,52.348,51.661,18.281,0.167,141.421,255,21.240,1,0,0,135,100,1.013,0.987,1.000,255,255
307,Goldenapple,2142,255,0,255,255,255,52.233,51.482,52.233,51.482,400,0,99,100,100,52.538,51.911,14.097,0.168,141.421,255,21.420,1,0,0,135,100,1.012,0.988,1.000,255,255
308,Goldenapple,2132,255,0,255,255,255,52.799,51.363,52.799,51.363,400,0,99,100,100,52.394,51.810,19.944,0.167,141.421,255,21.320,1,0,0,135,100,1.011,0.989,1.000,255,255
309,Goldenapple,2127,255,0,255,255,255,53.353,51.304,53.353,51.304,400,0,99,100,100,52.348,51.734,18.934,0.167,141.421,255,21.270,1,0,0,135,100,1.012,0.988,1.000,255,255
310,Goldenapple,2165,255,0,255,255,255,53.720,51.336,53.720,51.336,400,0,99,100,100,52.714,52.293,1.921,0.170,141.421,255,21.650,1,0,0,135,100,1.008,0.992,1.000,255,255
311,Goldenapple,2162,255,0,255,255,255,54.197,51.235,54.197,51.235,400,0,99,100,100,52.717,52.217,9.774,0.170,141.421,255,21.620,1,0,0,135,100,1.010,0.991,1.000,255,255
312,Goldenapple,2162,255,0,255,255,255,54.443,51.252,54.443,51.252,400,0,99,100,100,52.712,52.222,7.288,0.170,141.421,255,21.620,1,0,0,135,100,1.009,0.991,1.000,255,255
313,Goldenapple,2178,255,0,255,255,255,55.033,51.370,55.033,51.370,400,0,99,100,100,52.908,52.414,174.870,0.171,141.421,255,21.780,1,0,0,135,100,1.009,0.991,1.000,255,255
314,Goldenapple,2202,255,0,255,255,255,51.740,51.560,51.740,51.560,400,0,99,100,100,53.561,52.346,7.192,0.173,141.421,255,22.020,1,0,0,135,100,1.023,0.977,1.000,255,255
315,Goldenapple,2221,255,0,255,255,255,51.918,51.560,51.918,51.560,400,0,99,100,100,53.891,52.474,5.611,0.174,141.421,255,22.210,1,0,0,135,100,1.027,0.974,1.000,255,255
316,Goldenapple,2205,255,0,255,255,255,52.415,51.685,52.415,51.685,400,0,99,100,100,53.625,52.355,2.365,0.173,141.421,255,22.050,1,0,0,135,100,1.024,0.976,1.000,255,255
317,Goldenapple,2202,255,0,255,255,255,52.889,51.723,52.889,51.723,400,0,99,100,100,53.569,52.338,2.289,0.173,141.421,255,22.020,1,0,0,135,100,1.024,0.977,1.000,255,255
318,Goldenapple,2222,255,0,255,255,255,53.244,51.622,53.244,51.622,400,0,99,100,100,53.858,52.530,178.286,0.175,141.421,255,22.220,1,0,0,135,100,1.025,0.975,1.000,255,255
319,Goldenapple,2214,255,0,255,255,255,53.977,51.523,53.977,51.523,400,0,99,100,100,53.634,52.560,176.602,0.174,141.421,255,22.140,1,0,0,135,100,1.020,0.980,1.000,255,255
320,Goldenapple,2224,255,0,255,255,255,50.544,51.511,50.544,51.511,400,0,99,100,100,54.011,52.428,4.089,0.175,141.421,255,22.240,1,0,0,135,100,1.030,0.971,1.000,255,255
321,Goldenapple,2233,255,0,255,255,255,50.661,51.608,50.661,51.608,400,0,99,100,100,54.176,52.479,6.025,0.175,141.421,255,22.330,1,0,0,135,100,1.032,0.969,1.000,255,255
322,Goldenapple,2239,255,0,255,255,255,54.521,51.513,54.521,51.513,400,0,99,100,100,53.971,52.821,179.399,0.176,141.421,255,22.390,1,0,0,135,100,1.022,0.979,1.000,255,255
323,Goldenapple,2269,255,0,255,255,255,51.158,51.618,51.158,51.618,400,0,99,100,100,54.640,52.873,0.772,0.178,141.421,255,22.690,1,0,0,135,100,1.033,0.968,1.000,255,255
324,Goldenapple,2258,255,0,255,255,255,51.487,51.513,51.487,51.513,400,0,99,100,100,54.421,52.828,4.526,0.177,141.421,255,22.580,1,0,0,135,100,1.030,0.971,1.000,255,255
325,Goldenapple,2272,255,0,255,255,255,51.814,51.449,51.814,51.449,400,0,99,100,100,54.630,52.953,5.464,0.178,141.421,255,22.720,1,0,0,135,100,1.032,0.969,1.000,255,255
326,Goldenapple,2266,255,0,255,255,255,52.054,51.500,52.054,51.500,400,0,99,100,100,54.613,52.829,6.853,0.178,141.421,255,22.660,1,0,0,135,100,1.034,0.967,1.000,255,255
327,Goldenapple,2248,255,0,255,255,255,52.824,51.396,52.824,51.396,400,0,99,100,100,54.481,52.536,7.668,0.177,141.421,255,22.480,1,0,0,135,100,1.037,0.964,1.000,255,255
328,Goldenapple,2251,255,0,255,255,255,53.058,51.430,53.058,51.430,400,0,99,100,100,54.517,52.572,9.174,0.177,141.421,255,22.510,1,0,0,135,100,1.037,0.964,1.000,255,255
329,Goldenapple,2259,255,0,255,255,255,53.299,51.093,53.299,51.093,400,0,99,100,100,54.580,52.697,17.697,0.177,141.421,255,22.590,1,0,0,135,100,1.036,0.966,1.000,255,255
330,Goldenapple,2231,255,0,255,255,255,53.859,50.941,53.859,50.941,400,0,99,100,100,54.237,52.374,23.846,0.175,141.421,255,22.310,1,0,0,135,100,1.036,0.966,1.000,255,255
331,Goldenapple,2246,255,0,255,255,255,53.948,51.030,53.948,51.030,400,0,99,100,100,54.452,52.518,24.264,0.176,141.421,255,22.460,1,0,0,135,100,1.037,0.964,1.000,255,255
332,Goldenapple,2216,255,0,255,255,255,50.836,50.917,50.836,50.917,400,0,99,100,100,54.305,51.956,29.209,0.174,141.421,255,22.160,1,0,0,135,100,1.045,0.957,1.000,255,255
333,Goldenapple,2227,255,0,255,255,255,50.900,50.642,50.900,50.642,400,0,99,100,100,54.446,52.080,29.977,0.175,141.421,255,22.270,1,0,0,135,100,1.045,0.957,1.000,255,255
334,Goldenapple,2237,255,0,255,255,255,50.762,50.940,50.762,50.940,400,0,99,100,100,54.506,52.256,26.210,0.176,141.421,255,22.370,1,0,0,135,100,1.043,0.959,1.000,255,255
335,Goldenapple,2252,255,0,255,255,255,50.337,51.220,50.337,51.220,400,0,99,100,100,54.663,52.455,24.433,0.177,141.421,255,22.520,1,0,0,135,100,1.042,0.960,1.000,255,255
336,Goldenapple,2254,255,0,255,255,255,50.248,51.255,50.248,51.255,400,0,99,100,100,54.658,52.506,20.856,0.177,141.421,255,22.540,1,0,0,135,100,1.041,0.961,1.000,255,255
337,Goldenapple,2283,255,0,255,255,255,50.002,51.392,50.002,51.392,400,0,99,100,100,55.058,52.796,20.030,0.179,141.421,255,22.830,1,0,0,135,100,1.043,0.959,1.000,255,255
338,Goldenapple,2280,255,0,255,255,255,49.921,51.366,49.921,51.366,400,0,99,100,100,55.019,52.763,18.277,0.179,141.421,255,22.800,1,0,0,135,100,1.043,0.959,1.000,255,255
339,Goldenapple,2284,255,0,255,255,255,50.063,51.423,50.063,51.423,400,0,99,100,100,55.144,52.736,18.728,0.179,141.421,255,22.840,1,0,0,135,100,1.046,0.956,1.000,255,255
340,Goldenapple,2283,255,0,255,255,255,50.012,51.475,50.012,51.475,400,0,99,100,100,55.044,52.808,18.891,0.179,141.421,255,22.830,1,0,0,135,100,1.042,0.959,1.000,255,255
341,Goldenapple,2286,255,0,255,255,255,49.931,51.307,49.931,51.307,400,0,99,100,100,55.103,52.821,21.371,0.180,141.421,255,22.860,1,0,0,135,100,1.043,0.959,1.000,255,255
342,Goldenapple,2292,255,0,255,255,255,49.998,51.545,49.998,51.545,400,0,99,100,100,55.157,52.908,21.566,0.180,141.421,255,22.920,1,0,0,135,100,1.042,0.959,1.000,255,255
343,Goldenapple,2305,255,0,255,255,255,49.750,51.328,49.750,51.328,400,0,99,100,100,55.382,52.992,21.907,0.181,141.421,255,23.050,1,0,0,135,100,1.045,0.957,1.000,255,255
344,Goldenapple,2301,255,0,255,255,255,49.848,51.337,49.848,51.337,400,0,99,100,100,55.322,52.958,20.889,0.181,141.421,255,23.010,1,0,0,135,100,1.045,0.957,1.000,255,255
345,Goldenapple,2306,255,0,255,255,255,49.914,51.373,49.914,51.373,400,0,99,100,100,55.454,52.946,20.151,0.181,141.421,255,23.060,1,0,0,135,100,1.047,0.955,1.000,255,255
346,Goldenapple,2311,255,0,255,255,255,49.689,51.195,49.689,51.195,400,0,99,100,100,55.541,52.978,21.741,0.182,141.421,255,23.110,1,0,0,135,100,1.048,0.954,1.000,255,255
347,Goldenapple,2326,255,0,255,255,255,49.820,51.146,49.820,51.146,400,0,99,100,100,55.721,53.149,23.071,0.183,141.421,255,23.260,1,0,0,135,100,1.048,0.954,1.000,255,255
348,Goldenapple,2338,255,0,255,255,255,49.714,51.111,49.714,51.111,400,0,99,100,100,55.905,53.248,22.640,0.184,141.421,255,23.380,1,0,0,135,100,1.050,0.952,1.000,255,255
349,Goldenapple,2318,255,0,255,255,255,49.758,51.190,49.758,51.190,400,0,99,100,100,55.762,52.928,21.820,0.182,141.421,255,23.180,1,0,0,135,100,1.054,0.949,1.000,255,255
350,Goldenapple,2334,255,0,255,255,255,49.576,51.147,49.576,51.147,400,0,99,100,100,55.990,53.076,22.343,0.183,141.421,255,23.340,1,0,0,135,100,1.055,0.948,1.000,255,255
351,Goldenapple,2351,255,0,255,255,255,49.282,51.249,49.282,51.249,400,0,99,100,100,56.219,53.245,21.247,0.185,141.421,255,23.510,1,0,0,135,100,1.056,0.947,1.000,255,255
352,Goldenapple,2358,255,0,255,255,255,49.261,51.017,49.261,51.017,400,0,99,100,100,56.336,53.293,21.995,0.185,141.421,255,23.580,1,0,0,135,100,1.057,0.946,1.000,255,255
353,Goldenapple,2363,255,0,255,255,255,49.117,51.154,49.117,51.154,400,0,99,100,100,56.508,53.243,22.447,0.186,141.421,255,23.630,1,0,0,135,100,1.061,0.942,1.000,255,255
354,Goldenapple,2364,255,0,255,255,255,48.903,51.081,48.903,51.081,400,0,99,100,100,56.630,53.151,21.800,0.186,141.421,255,23.640,1,0,0,135,100,1.065,0.939,1.000,255,255
355,Goldenapple,2336,255,0,255,255,255,48.952,51.103,48.952,51.103,400,0,99,100,100,56.373,52.761,21.648,0.183,141.421,255,23.360,1,0,0,135,100,1.068,0.936,1.000,255,255
356,Goldenapple,2372,255,0,255,255,255,48.772,50.996,48.772,50.996,400,0,99,100,100,56.892,53.085,21.144,0.186,141.421,255,23.720,1,0,0,135,100,1.072,0.933,1.000,255,255
357,Goldenapple,2374,255,0,255,255,255,48.449,51.042,48.449,51.042,400,0,99,100,100,56.963,53.064,20.740,0.186,141.421,255,23.740,1,0,0,135,100,1.073,0.932,1.000,255,255
358,Goldenapple,2400,255,0,255,255,255,48.196,50.774,48.196,50.774,400,0,99,100,100,57.293,53.336,21.656,0.188,141.421,255,24.000,1,0,0,135,100,1.074,0.931,1.000,255,255
359,Goldenapple,2406,255,0,255,255,255,48.145,50.719,48.145,50.719,400,0,99,100,100,57.486,53.290,21.696,0.189,141.421,255,24.060,1,0,0,135,100,1.079,0.927,1.000,255,255
360,Goldenapple,2440,255,0,255,255,255,48.054,50.627,48.054,50.627,400,0,99,100,100,57.845,53.708,21.963,0.192,141.421,255,24.400,1,0,0,135,100,1.077,0.928,1.000,255,255
361,Goldenapple,2292,255,0,255,255,255,49.455,49.342,49.455,49.342,400,0,99,100,100,56.309,51.826,19.369,0.180,141.421,255,22.920,1,0,0,135,100,1.086,0.920,1.000,255,255
362,Goldenapple,2263,255,0,255,255,255,49.552,49.289,49.552,49.289,400,0,99,100,100,56.107,51.354,20.654,0.178,141.421,255,22.630,1,0,0,135,100,1.093,0.915,1.000,255,255
363,Goldenapple,2318,255,0,255,255,255,49.202,49.252,49.202,49.252,400,0,99,100,100,56.828,51.936,18.875,0.182,141.421,255,23.180,1,0,0,135,100,1.094,0.914,1.000,255,255
364,Goldenapple,2295,255,0,255,255,255,49.330,49.312,49.330,49.312,400,0,99,100,100,56.653,51.578,18.598,0.180,141.421,255,22.950,1,0,0,135,100,1.098,0.910,1.000,255,255
365,Goldenapple,2346,255,0,255,255,255,48.867,49.130,48.867,49.130,400,0,99,100,100,57.370,52.066,18.642,0.184,141.421,255,23.460,1,0,0,135,100,1.102,0.908,1.000,255,255
366,Goldenapple,2361,255,0,255,255,255,45.766,49.041,45.766,49.041,400,0,99,100,100,57.442,52.333,19.600,0.185,141.421,255,23.610,1,0,0,135,100,1.098,0.911,1.000,255,255
367,Goldenapple,2357,255,0,255,255,255,49.007,49.344,49.007,49.344,400,0,99,100,100,57.654,52.053,18.369,0.185,141.421,255,23.570,1,0,0,135,100,1.108,0.903,1.000,255,255
368,Goldenapple,2382,255,0,255,255,255,45.530,48.998,45.530,48.998,400,0,99,100,100,57.874,52.404,19.825,0.187,141.421,255,23.820,1,0,0,135,100,1.104,0.905,1.000,255,255
369,Goldenapple,2394,255,0,255,255,255,45.484,49.179,45.484,49.179,400,0,99,100,100,58.058,52.501,18.413,0.188,141.421,255,23.940,1,0,0,135,100,1.106,0.904,1.000,255,255
370,Goldenapple,2399,255,0,255,255,255,45.189,48.957,45.189,48.957,400,0,99,100,100,58.227,52.459,19.183,0.188,141.421,255,23.990,1,0,0,135,100,1.110,0.901,1.000,255,255
371,Goldenapple,2437,255,0,255,255,255,44.938,48.789,44.938,48.789,400,0,99,100,100,58.697,52.863,18.016,0.191,141.421,255,24.370,1,0,0,135,100,1.110,0.901,1.000,255,255
372,Goldenapple,2442,255,0,255,255,255,44.966,48.712,44.966,48.712,400,0,99,100,100,58.849,52.834,18.220,0.192,141.421,255,24.420,1,0,0,135,100,1.114,0.898,1.000,255,255
373,Goldenapple,2463,255,0,255,255,255,44.854,48.914,44.854,48.914,400,0,99,100,100,59.178,52.993,17.330,0.193,141.421,255,24.630,1,0,0,135,100,1.117,0.895,1.000,255,255
374,Goldenapple,2456,255,0,255,255,255,44.902,48.731,44.902,48.731,400,0,99,100,100,59.178,52.842,17.300,0.193,141.421,255,24.560,1,0,0,135,100,1.120,0.893,1.000,255,255
375,Goldenapple,2513,255,0,255,255,255,44.514,48.716,44.514,48.716,400,0,99,100,100,59.884,53.431,15.847,0.197,141.421,255,25.130,1,0,0,135,100,1.121,0.892,1.000,255,255
376,Goldenapple,2513,255,0,255,255,255,44.488,48.652,44.488,48.652,400,0,99,100,100,59.931,53.389,15.801,0.197,141.421,255,25.130,1,0,0,135,100,1.123,0.891,1.000,255,255
377,Goldenapple,2558,255,0,255,255,255,44.409,48.624,44.409,48.624,400,0,99,100,100,60.488,53.844,15.018,0.201,141.421,255,25.580,1,0,0,135,100,1.123,0.890,1.000,255,255
378,Goldenapple,2569,255,0,255,255,255,44.479,48.679,44.479,48.679,400,0,99,100,100,60.765,53.829,15.465,0.202,141.421,255,25.690,1,0,0,135,100,1.129,0.886,1.000,255,255
379,Goldenapple,2547,255,0,255,255,255,44.300,48.750,44.300,48.750,400,0,99,100,100,60.673,53.450,14.055,0.200,141.421,255,25.470,1,0,0,135,100,1.135,0.881,1.000,255,255
380,Goldenapple,2582,255,0,255,255,255,41.459,48.799,41.459,48.799,400,0,99,100,100,60.742,54.123,16.340,0.203,141.421,255,25.820,1,0,0,135,100,1.122,0.891,1.000,255,255
381,Goldenapple,2603,255,0,255,255,255,44.500,48.842,44.500,48.842,400,0,99,100,100,61.336,54.034,12.954,0.204,141.421,255,26.030,1,0,0,135,100,1.135,0.881,1.000,255,255
382,Goldenapple,2596,255,0,255,255,255,41.654,48.984,41.654,48.984,400,0,99,100,100,60.831,54.337,14.396,0.204,141.421,255,25.960,1,0,0,135,100,1.120,0.893,1.000,255,255
383,Goldenapple,2618,255,0,255,255,255,41.792,48.895,41.792,48.895,400,0,99,100,100,61.053,54.598,14.727,0.206,141.421,255,26.180,1,0,0,135,100,1.118,0.894,1.000,255,255
384,Goldenapple,2619,255,0,255,255,255,42.027,48.989,42.027,48.989,400,0,99,100,100,60.997,54.668,14.452,0.206,141.421,255,26.190,1,0,0,135,100,1.116,0.896,1.000,255,255
385,Goldenapple,2638,255,0,255,255,255,42.243,49.215,42.243,49.215,400,0,99,100,100,61.321,54.774,13.420,0.207,141.421,255,26.380,1,0,0,135,100,1.120,0.893,1.000,255,255
386,Goldenapple,2643,255,0,255,255,255,42.500,49.312,42.500,49.312,400,0,99,100,100,61.323,54.876,12.575,0.208,141.421,255,26.430,1,0,0,135,100,1.117,0.895,1.000,255,255
387,Goldenapple,2645,255,0,255,255,255,42.624,49.329,42.624,49.329,400,0,99,100,100,61.373,54.873,11.427,0.208,141.421,255,26.450,1,0,0,135,100,1.118,0.894,1.000,255,255
388,Goldenapple,2654,255,0,255,255,255,42.904,49.472,42.904,49.472,400,0,99,100,100,61.462,54.980,11.711,0.208,141.421,255,26.540,1,0,0,135,100,1.118,0.895,1.000,255,255
389,Goldenapple,2653,255,0,255,255,255,43.288,49.403,43.288,49.403,400,0,99,100,100,61.456,54.965,10.848,0.208,141.421,255,26.530,1,0,0,135,100,1.118,0.894,1.000,255,255
390,Goldenapple,2674,255,0,255,255,255,43.268,49.565,43.268,49.565,400,0,99,100,100,61.841,55.055,10.245,0.210,141.421,255,26.740,1,0,0,135,100,1.123,0.890,1.000,255,255
391,Goldenapple,2667,255,0,255,255,255,43.685,49.515,43.685,49.515,400,0,99,100,100,61.755,54.987,9.776,0.209,141.421,255,26.670,1,0,0,135,100,1.123,0.890,1.000,255,255
392,Goldenapple,2661,255,0,255,255,255,43.771,49.682,43.771,49.682,400,0,99,100,100,61.672,54.937,9.982,0.209,141.421,255,26.610,1,0,0,135,100,1.123,0.891,1.000,255,255
393,Goldenapple,2694,255,0,255,255,255,43.902,49.594,43.902,49.594,400,0,99,100,100,62.000,55.325,8.998,0.212,141.421,255,26.940,1,0,0,135,100,1.121,0.892,1.000,255,255
394,Goldenapple,2675,255,0,255,255,255,44.210,49.525,44.210,49.525,400,0,99,100,100,61.825,55.089,9.753,0.210,141.421,255,26.750,1,0,0,135,100,1.122,0.891,1.000,255,255
395,Goldenapple,2668,255,0,255,255,255,44.229,49.552,44.229,49.552,400,0,99,100,100,61.555,55.186,9.404,0.210,141.421,255,26.680,1,0,0,135,100,1.115,0.897,1.000,255,255
396,Goldenapple,2656,255,0,255,255,255,44.111,49.688,44.111,49.688,400,0,99,100,100,61.251,55.211,9.164,0.209,141.421,255,26.560,1,0,0,135,100,1.109,0.901,1.000,255,255
397,Goldenapple,2677,255,0,255,255,255,43.974,49.683,43.974,49.683,400,0,99,100,100,61.343,55.564,9.308,0.210,141.421,255,26.770,1,0,0,135,100,1.104,0.906,1.000,255,255
398,Goldenapple,2669,255,0,255,255,255,43.900,49.419,43.900,49.419,400,0,99,100,100,61.115,55.604,8.108,0.210,141.421,255,26.690,1,0,0,135,100,1.099,0.910,1.000,255,255
399,Goldenapple,2667,255,0,255,255,255,43.984,49.574,43.984,49.574,400,0,99,100,100,60.942,55.721,8.440,0.209,141.421,255,26.670,1,0,0,135,100,1.094,0.914,1.000,255,255
400,Goldenapple,2655,255,0,255,255,255,43.690,49.593,43.690,49.593,400,0,99,100,100,60.692,55.698,8.579,0.209,141.421,255,26.550,1,0,0,135,100,1.090,0.918,1.000,255,255
401,Goldenapple,2645,255,0,255,255,255,43.523,49.491,43.523,49.491,400,0,99,100,100,60.463,55.699,8.509,0.208,141.421,255,26.450,1,0,0,135,100,1.086,0.921,1.000,255,255
402,Goldenapple,2655,255,0,255,255,255,43.461,49.471,43.461,49.471,400,0,99,100,100,60.431,55.939,8.526,0.209,141.421,255,26.550,1,0,0,135,100,1.080,0.926,1.000,255,255
403,Goldenapple,2618,255,0,255,255,255,43.206,49.481,43.206,49.481,400,0,99,100,100,59.975,55.579,9.798,0.206,141.421,255,26.180,1,0,0,135,100,1.079,0.927,1.000,255,255
404,Goldenapple,2635,255,0,255,255,255,43.090,49.448,43.090,49.448,400,0,99,100,100,59.977,55.938,10.127,0.207,141.421,255,26.350,1,0,0,135,100,1.072,0.933,1.000,255,255
405,Goldenapple,2622,255,0,255,255,255,42.988,49.373,42.988,49.373,400,0,99,100,100,59.683,55.936,10.313,0.206,141.421,255,26.220,1,0,0,135,100,1.067,0.937,1.000,255,255
406,Goldenapple,2614,255,0,255,255,255,43.013,49.413,43.013,49.413,400,0,99,100,100,59.534,55.905,11.049,0.205,141.421,255,26.140,1,0,0,135,100,1.065,0.939,1.000,255,255
407,Goldenapple,2615,255,0,255,255,255,42.879,49.533,42.879,49.533,400,0,99,100,100,59.490,55.967,10.589,0.205,141.421,255,26.150,1,0,0,135,100,1.063,0.941,1.000,255,255
408,Goldenapple,2601,255,0,255,255,255,42.607,49.438,42.607,49.438,400,0,99,100,100,59.243,55.900,11.593,0.204,141.421,255,26.010,1,0,0,135,100,1.060,0.944,1.000,255,255
409,Goldenapple,2622,255,0,255,255,255,42.251,49.531,42.251,49.531,400,0,99,100,100,59.381,56.221,12.493,0.206,141.421,255,26.220,1,0,0,135,100,1.056,0.947,1.000,255,255
410,Goldenapple,2604,255,0,255,255,255,42.135,49.559,42.135,49.559,400,0,99,100,100,59.059,56.139,12.700,0.205,141.421,255,26.040,1,0,0,135,100,1.052,0.951,1.000,255,255
411,Goldenapple,2594,255,0,255,255,255,42.141,49.538,42.141,49.538,400,0,99,100,100,58.882,56.091,11.484,0.204,141.421,255,25.940,1,0,0,135,100,1.050,0.953,1.000,255,255
412,Goldenapple,2586,255,0,255,255,255,41.963,49.613,41.963,49.613,400,0,99,100,100,58.753,56.042,12.081,0.203,141.421,255,25.860,1,0,0,135,100,1.048,0.954,1.000,255,255
413,Goldenapple,2580,255,0,255,255,255,41.787,49.729,41.787,49.729,400,0,99,100,100,58.441,56.210,12.906,0.203,141.421,255,25.800,1,0,0,135,100,1.040,0.962,1.000,255,255
